player,runs,balls,dismissed,opponent,date,venue,type
RG Sharma,6,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,0,1,RG Sharma,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,6,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,6,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,2,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
KL Rahul,0,1,KL Rahul,England,2021-03-18,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
V Kohli,0,1,V Kohli,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,2,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,2,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,2,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,6,1,,England,2021-03-18,Narendra Modi Stadium,batting
SA Yadav,0,1,SA Yadav,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,2,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
RR Pant,0,1,RR Pant,England,2021-03-18,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,2,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
HH Pandya,6,1,,England,2021-03-18,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,6,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
HH Pandya,2,1,,England,2021-03-18,Narendra Modi Stadium,batting
HH Pandya,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
HH Pandya,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
HH Pandya,0,1,HH Pandya,England,2021-03-18,Narendra Modi Stadium,batting
SN Thakur,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
SS Iyer,0,1,SS Iyer,England,2021-03-18,Narendra Modi Stadium,batting
SN Thakur,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
Washington Sundar,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
Washington Sundar,0,1,Washington Sundar,England,2021-03-18,Narendra Modi Stadium,batting
SN Thakur,0,1,,England,2021-03-18,Narendra Modi Stadium,batting
SN Thakur,4,1,,England,2021-03-18,Narendra Modi Stadium,batting
SN Thakur,1,1,,England,2021-03-18,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RG Sharma,0,1,RG Sharma,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
SA Yadav,0,1,SA Yadav,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,3,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,6,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,0,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
HH Pandya,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,2,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,4,1,,England,2021-03-20,Narendra Modi Stadium,batting
V Kohli,1,1,,England,2021-03-20,Narendra Modi Stadium,batting
RD Gaikwad,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RD Gaikwad,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,2,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RD Gaikwad,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RD Gaikwad,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RD Gaikwad,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RD Gaikwad,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RD Gaikwad,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RD Gaikwad,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RD Gaikwad,0,1,RD Gaikwad,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,6,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
SS Iyer,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
SS Iyer,0,1,SS Iyer,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,2,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
Ishan Kishan,0,1,Ishan Kishan,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,6,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,6,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
RR Pant,0,1,RR Pant,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,2,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,0,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
KD Karthik,1,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,2,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
HH Pandya,4,1,,South Africa,2022-06-17,"Saurashtra Cricket Association Stadium, Rajkot",batting
